,n_rep,num_qubits,n_gadgets,method,mapping,cx,pre-cx,broken_chains,steiner_nodes,I-index,doubles,q-corr
30,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 1, 2, 4, 5]",74,41,12,19,49,1,11
49,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 3, 1, 5, 4]",66,41,11,18,43,1,14
75,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 5, 3, 1, 4]",70,41,8,13,39,2,16
90,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 4, 5, 1, 2]",71,41,10,14,46,0,14
106,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 2, 5, 3, 1]",76,41,11,17,40,1,15
111,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 3, 2, 4, 1]",71,41,10,16,40,2,15
115,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 5, 4, 2, 1]",68,41,13,18,48,0,11
183,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 3, 1, 2, 4]",71,41,10,14,44,2,14
212,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 3, 5, 1, 2]",71,41,9,10,41,0,17
255,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 0, 3, 2, 4]",70,41,11,16,41,1,15
296,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 0, 1, 3, 5]",70,41,10,15,46,2,13
303,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 0, 1, 2, 4]",64,41,11,14,46,1,13
327,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 0, 2, 1, 4]",63,41,11,13,44,1,14
365,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 0, 4, 3]",68,41,8,12,36,1,19
374,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 0, 2, 5]",73,41,10,11,41,1,15
375,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 0, 2, 4]",73,41,12,17,47,0,12
423,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 1, 0, 2, 4]",70,41,10,15,46,2,13
459,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 0, 4, 1]",64,41,8,7,36,1,19
483,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 3, 0, 4]",66,41,9,14,37,0,17
488,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 3, 0, 5]",64,41,11,15,41,2,15
495,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 2, 0, 4]",69,41,11,17,39,0,16
507,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 3, 0, 4]",64,41,9,10,41,0,17
591,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 4, 0, 1]",69,41,10,15,41,1,15
598,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 3, 2, 0, 1]",62,41,10,17,41,1,15
608,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 3, 5, 0]",72,41,10,16,40,2,15
623,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 4, 3, 2, 0]",63,41,13,21,44,0,13
644,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 5, 2, 0]",64,41,8,13,39,2,16
647,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 3, 2, 0]",69,41,12,21,43,1,14
680,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 1, 5, 0]",69,41,10,15,41,2,15
689,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 2, 1, 3, 0]",65,41,12,19,49,1,11
693,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 1, 2, 0]",76,41,12,19,45,1,13
24,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 1, 3, 4, 5]",74,42,12,20,47,1,12
39,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 1, 3, 2, 4]",72,42,10,15,41,2,15
64,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 5, 1, 2, 3]",71,42,10,10,42,0,16
72,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 3, 4, 1, 5]",67,42,12,21,43,1,14
84,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 4, 2, 1, 5]",61,42,11,20,49,0,11
92,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 3, 5, 1, 2]",75,42,10,13,42,0,16
96,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 3, 4, 5, 1]",72,42,13,21,44,0,13
114,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 4, 5, 2, 1]",66,42,11,18,42,0,14
121,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 2, 3, 5, 4]",73,42,10,17,41,1,15
178,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 2, 1, 5, 3]",70,42,11,12,43,0,16
237,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 3, 4, 2, 1]",70,42,11,16,45,1,13
261,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 0, 3, 4, 2]",73,42,10,14,44,1,15
359,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 0, 3, 2, 1]",62,42,11,16,41,0,15
360,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 3, 0, 4, 5]",62,42,11,16,41,0,15
464,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 0, 5, 1]",74,42,11,16,41,1,15
482,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 3, 0, 5]",74,42,11,16,45,1,13
585,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 4, 0, 1]",69,42,9,13,35,1,18
602,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 3, 5, 0]",65,42,12,17,44,1,13
605,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 4, 3, 0]",70,42,11,18,42,0,14
609,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 2, 3, 4, 0]",69,42,10,19,36,0,17
613,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 5, 2, 4, 0]",67,42,11,17,40,1,15
617,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 4, 2, 3, 0]",69,42,13,21,46,0,12
627,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 3, 4, 0]",78,42,10,13,42,0,16
652,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 5, 3, 0]",65,42,11,14,46,1,14
667,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 1, 4, 2, 0]",74,42,12,16,48,1,13
78,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 2, 4, 1, 5]",72,43,12,21,45,1,13
110,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 3, 2, 5, 1]",64,43,10,19,36,0,17
214,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 5, 3, 1, 2]",74,43,8,9,37,2,19
236,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 3, 5, 2, 1]",72,43,9,14,37,0,17
334,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 0, 3, 1, 2]",74,43,8,10,41,2,17
604,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 5, 3, 0]",66,43,13,18,48,0,11
102,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 2, 4, 5, 1]",73,44,13,21,46,0,12
563,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 4, 1, 0, 3]",78,44,10,12,43,2,16
641,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 2, 3, 0]",75,44,12,21,45,1,13
695,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 1, 2, 0]",73,44,12,20,47,1,12
55,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 2, 1, 5, 4]",76,45,11,18,43,0,14
61,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 5, 1, 2, 4]",72,45,11,16,47,0,12
104,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 2, 3, 5, 1]",72,45,12,20,42,0,14
350,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 0, 2, 5, 1]",71,45,9,15,41,0,15
615,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 2, 4, 0]",76,45,12,20,42,0,14
658,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 1, 5, 3, 0]",77,45,11,16,47,0,12
664,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 2, 3, 0]",75,45,11,18,43,0,14
369,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 2, 0, 3, 4]",78,46,9,15,41,0,15
629,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 4, 3, 0]",69,46,10,14,46,0,14
52,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 4, 1, 5, 3]",80,47,12,16,48,1,13
