gadgets,m2,m2 (ms),m2+mapping,m2m (ms),m1,m1 (ms),m1+mapping,m1m (ms),m2m/m2%,m1m/m1m,m1/m2%,m1m/m2m%,m1m/m2m time%
2,57.8,10.9,49.1,11.5,81.2,8.1,56.0,8.2,-15.1,-31.0,40.5,14.1,-28.7
4,133.0,15.3,121.8,16.4,154.3,10.7,121.9,10.7,-8.4,-21.0,16.0,0.1,-34.8
