,n_rep,num_qubits,n_gadgets,method,mapping,cx,pre-cx,broken_chains,steiner_nodes,steiner_nodesx,steiner_nodesz,I-index,doubles,q-corr
317,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 0, 4, 1, 3]",101,68,24,36,14,18,93,3,43
318,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 4, 1, 5]",105,73,29,51,22,22,104,3,35
319,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 5, 1, 4]",93,77,26,43,13,27,101,4,39
320,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 0, 3, 1, 5]",88,68,25,46,23,15,91,2,42
321,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 0, 3, 1, 4]",101,74,24,39,19,22,87,3,44
322,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 0, 5, 1, 3]",108,76,23,40,14,17,93,3,43
323,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 0, 4, 1, 3]",98,72,25,41,19,19,92,3,41
324,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 0, 2, 1, 5]",105,79,24,41,19,17,94,6,40
325,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 0, 2, 1, 4]",109,74,22,38,12,25,91,6,44
326,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 0, 2, 1, 5]",104,78,23,39,20,17,89,6,43
327,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 0, 2, 1, 4]",95,69,24,41,18,24,89,5,43
328,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 0, 2, 1, 3]",100,76,23,41,17,23,91,5,44
329,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 0, 2, 1, 3]",99,80,26,46,22,22,94,4,40
330,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 0, 5, 1, 2]",91,67,24,32,11,17,95,6,42
331,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 0, 4, 1, 2]",100,65,25,37,13,20,95,5,42
332,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 0, 5, 1, 2]",90,66,21,30,12,17,90,6,45
333,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 0, 4, 1, 2]",91,68,25,40,19,19,93,4,41
334,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 0, 3, 1, 2]",106,75,23,38,18,21,90,4,45
335,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 0, 3, 1, 2]",106,73,26,43,23,20,93,3,41
336,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 0, 4, 5, 1]",100,71,27,44,22,18,102,2,39
337,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 0, 5, 4, 1]",108,76,26,41,18,22,98,3,41
338,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 0, 3, 5, 1]",113,76,24,41,22,11,94,2,43
339,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 0, 3, 4, 1]",97,74,21,34,18,18,86,5,47
340,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 0, 5, 3, 1]",107,75,23,38,19,12,90,2,45
341,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 0, 4, 3, 1]",103,72,21,34,19,15,86,4,47
342,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 4, 5, 1]",99,75,26,46,21,20,103,3,38
343,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 5, 4, 1]",111,80,24,43,17,24,99,4,40
344,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 0, 3, 5, 1]",103,73,23,41,22,13,90,3,45
345,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 0, 3, 4, 1]",96,72,22,39,23,19,85,5,45
346,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 0, 5, 3, 1]",94,69,21,38,19,14,86,3,47
347,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 0, 4, 3, 1]",101,71,22,39,24,16,85,4,45
348,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 0, 2, 5, 1]",99,73,22,36,18,15,91,5,44
349,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 0, 2, 4, 1]",106,77,23,38,16,22,91,4,44
350,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 0, 2, 5, 1]",98,72,22,34,19,15,86,5,47
351,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 0, 2, 4, 1]",99,70,26,41,22,21,89,3,43
352,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 0, 2, 3, 1]",101,76,24,39,22,20,94,3,43
353,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 0, 2, 3, 1]",101,72,27,44,27,19,97,2,39
354,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 0, 5, 2, 1]",87,60,21,32,15,16,91,6,44
355,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 0, 4, 2, 1]",105,71,24,37,17,19,95,4,42
356,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 0, 5, 2, 1]",86,59,21,30,16,16,86,6,47
357,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 0, 4, 2, 1]",102,75,26,40,23,18,93,3,41
358,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 0, 3, 2, 1]",95,70,25,38,22,20,98,4,41
359,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 0, 3, 2, 1]",102,72,27,43,27,19,101,3,37
360,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 3, 0, 4, 5]",103,76,27,43,27,19,101,3,37
361,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 3, 0, 5, 4]",103,72,25,38,22,20,98,4,41
362,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 0, 3, 5]",105,70,26,40,23,18,93,3,41
363,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 0, 3, 4]",89,63,21,30,16,16,86,6,47
364,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 0, 5, 3]",95,70,24,37,17,19,95,4,42
365,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 0, 4, 3]",90,64,21,32,15,16,91,6,44
366,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 0, 4, 5]",98,72,27,44,27,19,97,2,39
367,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 0, 5, 4]",95,74,24,39,22,20,94,3,43
368,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 0, 3, 5]",103,74,26,41,22,21,89,3,43
369,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 2, 0, 3, 4]",101,65,22,34,19,15,86,5,47
370,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 0, 5, 3]",93,70,23,38,16,22,91,4,44
371,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 2, 0, 4, 3]",102,66,22,36,18,15,91,5,44
372,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 0, 2, 5]",106,78,22,39,24,16,85,4,45
373,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 5, 0, 2, 4]",100,74,21,38,19,14,86,3,47
374,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 0, 2, 5]",96,69,22,39,23,19,85,5,45
375,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 0, 2, 4]",107,74,23,41,22,13,90,3,45
376,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 0, 2, 3]",106,78,24,43,17,24,99,4,40
377,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 4, 0, 2, 3]",102,77,26,46,21,20,103,3,38
378,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 0, 5, 2]",107,77,21,34,19,15,86,4,47
379,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 5, 0, 4, 2]",110,78,23,38,19,12,90,2,45
380,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 0, 5, 2]",107,85,21,34,18,18,86,5,47
381,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 0, 4, 2]",98,75,24,41,22,11,94,2,43
382,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 0, 3, 2]",92,68,26,41,18,22,98,3,41
383,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 4, 0, 3, 2]",98,68,27,44,22,18,102,2,39
384,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 0, 4, 5]",102,79,26,43,23,20,93,3,41
385,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 0, 5, 4]",102,69,23,38,18,21,90,4,45
386,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 4, 0, 3, 5]",95,70,25,40,19,19,93,4,41
387,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 0, 3, 4]",97,67,21,30,12,17,90,6,45
388,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 4, 0, 5, 3]",89,68,25,37,13,20,95,5,42
389,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 0, 4, 3]",98,68,24,32,11,17,95,6,42
390,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 0, 4, 5]",92,75,26,46,22,22,94,4,40
391,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 0, 5, 4]",100,71,23,41,17,23,91,5,44
392,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 2, 0, 3, 5]",100,72,24,41,18,24,89,5,43
393,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 2, 0, 3, 4]",107,79,23,39,20,17,89,6,43
394,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 2, 0, 5, 3]",105,75,22,38,12,25,91,6,44
395,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 2, 0, 4, 3]",108,80,24,41,19,17,94,6,40
396,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 0, 2, 5]",101,75,25,41,19,19,92,3,41
397,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 5, 0, 2, 4]",97,71,23,40,14,17,93,3,43
398,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 0, 2, 5]",96,72,24,39,19,22,87,3,44
399,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 3, 0, 2, 4]",101,68,25,46,23,15,91,2,42
400,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 0, 2, 3]",112,78,26,43,13,27,101,4,39
401,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 0, 2, 3]",101,73,29,51,22,22,104,3,35
402,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 0, 5, 2]",99,71,24,36,14,18,93,3,43
403,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 5, 0, 4, 2]",111,78,25,40,14,15,97,2,41
404,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 0, 5, 2]",99,70,21,34,14,21,88,3,46
405,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 3, 0, 4, 2]",104,72,25,46,23,13,95,1,40
406,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 0, 3, 2]",98,74,25,41,14,25,100,3,40
407,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 0, 3, 2]",100,74,28,49,23,20,103,2,36
408,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 0, 4, 5]",98,70,29,48,22,24,101,1,37
409,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 0, 5, 4]",99,75,26,43,17,25,98,2,41
410,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 0, 3, 5]",108,77,25,42,18,19,93,2,41
411,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 0, 3, 4]",100,65,22,32,14,17,90,4,45
412,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 0, 5, 3]",108,84,26,39,12,20,95,3,42
413,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 0, 4, 3]",101,66,26,34,13,17,95,4,42
414,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 0, 4, 5]",102,72,29,50,21,26,106,3,34
415,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 0, 5, 4]",105,73,27,45,16,27,103,4,38
416,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 1, 0, 3, 5]",88,67,24,42,18,21,93,3,41
417,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 0, 3, 4]",96,63,23,37,19,18,89,5,43
418,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 1, 0, 5, 3]",102,73,24,39,12,22,95,4,42
419,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 0, 4, 3]",97,64,25,39,18,18,94,5,40
420,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 0, 2, 5]",109,80,24,38,15,20,90,5,42
421,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 1, 0, 2, 4]",100,76,25,41,14,18,95,3,42
422,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 0, 2, 5]",98,69,23,36,16,20,85,4,45
423,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 1, 0, 2, 4]",104,71,25,44,20,17,89,2,43
424,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 0, 2, 3]",101,72,28,45,16,25,103,3,38
425,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 1, 0, 2, 3]",94,69,29,50,21,24,102,3,36
426,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 0, 5, 2]",100,68,24,33,10,19,91,5,44
427,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 1, 0, 4, 2]",92,62,27,41,14,16,99,2,40
428,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 0, 5, 2]",99,70,21,31,11,19,86,4,47
429,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 1, 0, 4, 2]",93,70,26,44,20,15,93,1,41
430,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 0, 3, 2]",103,73,26,43,17,23,102,2,39
431,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 1, 0, 3, 2]",113,78,28,48,22,22,101,2,37
432,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 0, 1, 5]",106,76,27,49,22,21,101,3,37
433,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 0, 1, 4]",100,80,24,41,15,27,98,3,41
434,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 0, 1, 5]",107,75,24,46,22,17,93,3,41
435,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 0, 1, 4]",100,73,22,38,18,23,90,3,45
436,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 5, 0, 1, 3]",101,74,24,40,16,16,95,2,42
437,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 0, 1, 3]",101,73,25,40,19,16,95,2,42
438,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 0, 1, 5]",90,65,31,51,21,23,108,1,33
439,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 0, 1, 4]",117,78,26,43,14,29,101,3,39
440,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 0, 1, 5]",102,70,27,46,22,19,103,1,36
441,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 0, 1, 4]",105,69,26,43,23,24,99,2,38
442,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 0, 1, 3]",105,78,23,40,16,18,93,2,43
443,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 4, 0, 1, 3]",101,75,27,45,24,17,96,1,39
444,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 0, 1, 5]",94,66,27,44,18,20,94,4,40
445,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 0, 1, 4]",106,76,24,40,15,26,91,4,44
446,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 2, 0, 1, 5]",93,65,26,42,19,20,97,4,39
447,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 0, 1, 4]",101,74,26,43,21,25,97,3,39
448,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 2, 0, 1, 3]",100,71,23,41,19,19,91,3,44
449,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 2, 0, 1, 3]",106,77,26,46,24,18,94,2,40
450,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 5, 0, 1, 2]",87,61,23,30,10,17,93,6,43
451,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 4, 0, 1, 2]",109,77,25,34,14,17,97,4,41
452,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 5, 0, 1, 2]",101,67,20,28,11,17,88,6,46
453,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 0, 1, 2]",99,71,23,37,20,16,91,5,42
454,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 3, 0, 1, 2]",91,67,21,33,17,17,92,4,44
455,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 0, 1, 2]",99,69,22,38,22,16,91,5,42
456,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 0, 5, 1]",107,75,25,44,21,19,98,4,41
457,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 0, 4, 1]",109,75,25,41,19,24,98,3,41
458,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 0, 5, 1]",104,74,23,41,21,15,90,4,45
459,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 0, 4, 1]",102,69,24,38,22,20,90,3,45
460,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 5, 0, 3, 1]",94,69,22,38,21,13,90,2,45
461,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 0, 3, 1]",111,77,23,38,24,13,90,2,45
462,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 0, 5, 1]",103,73,27,46,20,21,105,2,37
463,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 0, 4, 1]",105,74,24,43,18,26,101,3,39
464,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 0, 5, 1]",105,71,25,41,21,17,100,2,40
465,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 0, 4, 1]",102,69,26,43,27,21,99,2,38
466,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 0, 3, 1]",102,68,21,38,21,15,88,2,46
467,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 4, 0, 3, 1]",99,74,25,43,29,14,91,1,42
468,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 0, 5, 1]",92,69,23,39,17,18,91,5,44
469,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 0, 4, 1]",105,78,23,40,19,23,91,4,44
470,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 2, 0, 5, 1]",91,68,23,37,18,18,94,5,43
471,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 0, 4, 1]",109,71,26,43,25,22,97,3,39
472,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 2, 0, 3, 1]",98,66,22,39,24,16,86,3,47
473,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 2, 0, 3, 1]",107,77,25,44,29,15,89,2,43
474,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 5, 0, 2, 1]",91,65,19,30,14,16,89,7,45
475,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 4, 0, 2, 1]",101,70,22,34,18,16,93,5,43
476,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 5, 0, 2, 1]",100,68,19,28,15,16,84,7,48
477,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 0, 2, 1]",105,71,22,37,24,15,87,6,44
478,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 3, 0, 2, 1]",100,67,22,33,21,16,88,5,46
479,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 0, 2, 1]",94,65,22,38,26,15,87,6,44
480,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 3, 4, 0, 5]",99,73,25,41,24,22,97,5,39
481,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 3, 5, 0, 4]",101,69,24,36,20,21,98,4,41
482,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 3, 0, 5]",98,72,24,39,22,21,89,5,43
483,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 3, 0, 4]",95,64,23,33,20,17,90,4,45
484,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 5, 0, 3]",102,71,23,35,16,19,95,4,42
485,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 4, 0, 3]",100,70,23,34,18,16,95,4,42
486,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 4, 0, 5]",90,65,28,42,24,22,99,1,38
487,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 5, 0, 4]",82,62,24,37,20,21,96,2,42
488,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 3, 0, 5]",96,69,27,40,21,24,99,2,38
489,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 2, 3, 0, 4]",93,66,25,37,23,16,100,2,40
490,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 5, 0, 3]",103,73,23,36,15,22,93,3,43
491,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 2, 4, 0, 3]",106,76,25,38,21,15,97,2,41
492,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 2, 0, 5]",106,73,23,38,21,20,85,4,45
493,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 5, 2, 0, 4]",100,77,22,37,20,16,86,3,47
494,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 2, 0, 5]",103,72,23,38,20,23,93,5,41
495,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 2, 0, 4]",96,67,24,40,23,15,98,3,41
496,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 2, 0, 3]",109,74,23,38,17,21,91,4,44
497,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 4, 2, 0, 3]",111,75,25,41,21,17,95,3,42
498,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 5, 0, 2]",95,69,19,30,15,14,84,5,48
499,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 5, 4, 0, 2]",99,73,22,34,18,11,88,3,46
500,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 5, 0, 2]",103,74,19,30,14,17,84,6,48
501,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 4, 0, 2]",97,67,21,37,21,10,88,5,46
502,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 3, 0, 2]",102,77,23,34,17,17,88,4,46
503,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 4, 3, 0, 2]",98,68,22,37,21,13,88,5,46
504,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 4, 0, 5]",107,76,24,41,20,23,89,5,43
505,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 5, 0, 4]",101,66,23,36,16,22,90,4,45
506,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 4, 3, 0, 5]",98,70,22,39,18,22,89,6,43
507,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 3, 0, 4]",99,65,22,33,16,18,94,4,43
508,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 4, 5, 0, 3]",102,73,25,35,12,20,95,5,42
509,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 4, 0, 3]",100,73,26,34,14,17,99,4,40
510,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 4, 0, 5]",98,68,27,44,19,25,96,3,39
511,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 5, 0, 4]",104,78,24,39,15,24,93,4,43
512,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 2, 3, 0, 5]",112,82,26,40,17,27,99,4,38
513,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 2, 3, 0, 4]",107,81,27,42,24,18,103,3,36
514,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 2, 5, 0, 3]",109,73,23,36,11,25,93,5,43
515,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 2, 4, 0, 3]",101,66,27,43,22,17,100,3,37
516,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 2, 0, 5]",98,75,25,40,16,23,92,3,41
517,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 5, 2, 0, 4]",96,69,24,39,15,19,93,3,43
518,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 2, 0, 5]",98,68,26,38,16,26,95,3,40
519,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 3, 2, 0, 4]",92,70,28,45,24,17,99,2,38
520,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 2, 0, 3]",103,76,25,38,13,24,93,4,43
521,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 2, 0, 3]",98,69,28,46,22,19,96,3,39
522,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 5, 0, 2]",99,70,23,32,10,17,91,4,44
523,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 5, 4, 0, 2]",108,79,25,36,13,14,95,3,42
524,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 5, 0, 2]",104,75,20,30,10,20,86,4,47
525,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 3, 4, 0, 2]",99,70,23,42,22,12,89,4,43
526,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 3, 0, 2]",96,64,22,34,13,20,90,4,45
527,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 3, 0, 2]",101,71,23,42,22,15,89,5,43
528,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 4, 0, 5]",104,73,28,46,19,27,99,2,38
529,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 5, 0, 4]",98,70,26,41,15,26,100,2,40
530,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 3, 0, 5]",109,77,24,41,17,22,91,2,42
531,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 3, 0, 4]",97,69,23,35,18,18,92,2,44
532,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 5, 0, 3]",105,74,26,37,11,20,97,3,41
533,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 4, 0, 3]",100,72,27,36,16,17,97,3,41
534,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 4, 0, 5]",89,66,28,48,18,29,104,4,35
535,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 5, 0, 4]",106,73,27,43,14,28,105,4,37
536,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 1, 3, 0, 5]",89,68,25,41,17,24,91,3,42
